station id,latitude,longitude,station name,incoming trips,outgoing trips,all trips,kind
474,40.7451677,-73.98683077,5 Ave & E 29 St,216,214,430,active
475,40.73524276,-73.98758561,E 16 St & Irving Pl,172,174,346,active
476,40.74394314,-73.97966069,E 31 St & 3 Ave,144,150,294,active
477,40.75640548,-73.9900262,W 41 St & 8 Ave,361,365,726,active
478,40.76030096,-73.99884222,11 Ave & W 41 St,184,194,378,active
479,40.76019252,-73.9912551,9 Ave & W 45 St,217,219,436,active
480,40.76669671,-73.99061728,W 53 St & 10 Ave,180,161,341,active
481,40.71260486,-73.96264403,S 3 St & Bedford Ave,68,66,134,active
482,40.73935542,-73.99931783,W 15 St & 7 Ave,222,207,429,active
483,40.73223272,-73.98889957,E 12 St & 3 Ave,227,218,445,active
484,40.75500254,-73.98014437,W 44 St & 5 Ave,218,218,436,active
485,40.75038009,-73.98338988,W 37 St & 5 Ave,168,170,338,active
486,40.7462009,-73.98855723,Broadway & W 29 St,236,238,474,active
487,40.73314259,-73.97573881,E 20 St & FDR Drive,209,180,389,active
488,40.75645824,-73.99372222,W 39 St & 9 Ave,173,222,395,active
490,40.751551,-73.993934,8 Ave & W 33 St,304,262,566,active
491,40.74096374,-73.98602213,E 24 St & Park Ave S,283,285,568,active
492,40.75019995,-73.99093085,W 33 St & 7 Ave,278,293,571,active
493,40.7568001,-73.98291153,W 45 St & 6 Ave,166,166,332,active
494,40.74734825,-73.99723551,W 26 St & 8 Ave,278,276,554,active
495,40.76269882,-73.99301222,W 47 St & 10 Ave,133,148,281,active
496,40.73726186,-73.99238967,E 16 St & 5 Ave,236,236,472,active
497,40.73704984,-73.99009296,E 17 St & Broadway,475,479,954,active
498,40.74854862,-73.98808416,Broadway & W 32 St,215,215,430,active
499,40.76915505,-73.98191841,Broadway & W 60 St,227,224,451,active
500,40.76228826,-73.98336183,Broadway & W 51 St,165,167,332,active
501,40.744219,-73.97121214,FDR Drive & E 35 St,203,214,417,active
502,40.714215,-73.981346,Henry St & Grand St,90,90,180,active
503,40.73827428,-73.98751968,E 20 St & Park Ave,0,0,0,inactive
504,40.73221853,-73.98165557,1 Ave & E 15 St,251,253,504,active
505,40.74901271,-73.98848395,6 Ave & W 33 St,227,227,454,active
507,40.73912601,-73.97973776,E 25 St & 2 Ave,198,202,400,active
508,40.76341379,-73.99667444,W 46 St & 11 Ave,184,198,382,active
509,40.7454973,-74.00197139,9 Ave & W 22 St,183,198,381,active
510,40.7606597,-73.98042047,W 51 St & 6 Ave,192,198,390,active
511,40.72938685,-73.97772429,E 14 St & Avenue B,224,199,423,active
513,40.768254,-73.988639,W 56 St & 10 Ave,118,113,231,active
514,40.76087502,-74.00277668,12 Ave & W 40 St,378,315,693,active
515,40.76009437,-73.99461843,W 43 St & 10 Ave,174,196,370,active
516,40.75206862,-73.96784384,E 47 St & 1 Ave,77,76,153,active
517,40.751581,-73.97791,Pershing Square South,199,195,394,active
518,40.74780373,-73.97344190000003,E 39 St & 2 Ave,226,222,448,active
519,40.751873,-73.97770600000003,Pershing Square North,715,716,1431,active
520,40.75992262,-73.97648516,W 52 St & 5 Ave,392,371,763,active
522,40.75714758,-73.97207836,E 51 St & Lexington Ave,120,117,237,active
523,40.75466591,-73.99138152,W 38 St & 8 Ave,305,303,608,active
524,40.75527307,-73.98316936,W 43 St & 6 Ave,190,190,380,active
525,40.75594159,-74.0021163,W 34 St & 11 Ave,109,104,213,active
526,40.74765947,-73.98490707,E 33 St & 5 Ave,191,191,382,active
527,40.744023,-73.976056,E 33 St & 2 Ave,209,218,427,active
528,40.74290902,-73.97706058,2 Ave & E 31 St,142,151,293,active
529,40.75756989999999,-73.99098507,W 42 St & 8 Ave,159,180,339,active
530,40.771522,-73.99054100000002,11 Ave & W 59 St,164,168,332,active
531,40.71893904,-73.99266288,Forsyth St & Broome St,186,173,359,active
532,40.710451,-73.960876,S 5 Pl & S 4 St,95,106,201,active
533,40.75299641,-73.98721619,Broadway & W 39 St,163,163,326,active
534,40.70255065,-74.0127234,Water - Whitehall Plaza,82,83,165,active
536,40.74144387,-73.97536082,1 Ave & E 30 St,208,211,419,active
537,40.74025878,-73.98409214,Lexington Ave & E 24 St,210,215,425,active
539,40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave,96,98,194,active
540,40.74311555376486,-73.98215353488922,Lexington Ave & E 29 St,189,189,378,active
545,40.736502,-73.97809472,E 23 St & 1 Ave,251,237,488,active
546,40.74444921,-73.98303529,E 30 St & Park Ave S,203,201,404,active
3002,40.711512,-74.01575600000002,South End Ave & Liberty St,345,339,684,active
3016,40.72036775298455,-73.96165072917937,Kent Ave & N 7 St,94,95,189,active
3041,40.67890679,-73.94142771,Kingston Ave & Herkimer St,9,10,19,active
3042,40.6794268,-73.92989109999998,Fulton St & Utica Ave,16,19,35,active
3043,40.6814598,-73.934903,Lewis Ave & Decatur St,4,8,12,active
3044,40.6800105,-73.938475,Albany Ave & Fulton St,5,7,12,active
3046,40.682601,-73.938037,Marcus Garvey Blvd & Macon St,15,19,34,active
3047,40.68236870000001,-73.944118,Halsey St & Tompkins Ave,16,16,32,active
3048,40.68402,-73.94977,Putnam Ave & Nostrand Ave,17,14,31,active
3049,40.68488,-73.96304,Cambridge Pl & Gates Ave,18,23,41,active
3050,40.6851532,-73.94111,Putnam Ave & Throop Ave,18,18,36,active
3052,40.686312,-73.935775,Lewis Ave & Madison St,24,27,51,active
3053,40.6900815,-73.94791500000002,Marcy Ave & Lafayette Ave,13,8,21,active
3054,40.6894932,-73.942061,Greene Ave & Throop Ave,18,17,35,active
3055,40.68833370000001,-73.950916,Greene Ave & Nostrand Ave,9,15,24,active
3056,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,8,11,19,active
3057,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,18,16,34,active
3058,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,15,15,30,active
3059,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,9,9,18,active
3060,40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave,15,16,31,active
3061,40.69622937,-73.94371094,Throop Ave & Myrtle Ave,8,10,18,active
3062,40.69539817,-73.94954908,Myrtle Ave & Marcy Ave,14,16,30,active
3063,40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave,8,14,22,active
3064,40.69681963,-73.93756926,Myrtle Ave & Lewis Ave,36,35,71,active
3065,40.70029511,-73.95032283,Union Ave & Wallabout St,12,16,28,active
3066,40.69957608,-73.94708417,Tompkins Ave & Hopkins St,12,15,27,active
3067,40.7016657,-73.9437303,Broadway & Whipple St,18,20,38,active
3068,40.7031724,-73.940636,Humboldt St & Varet St,17,19,36,active
3069,40.70411791,-73.94818595,Lorimer St & Broadway,15,11,26,active
3070,40.70510918,-73.94407279,McKibbin St & Manhattan Ave,15,12,27,active
3071,40.70538077,-73.94976519,Boerum St & Broadway,12,15,27,active
3072,40.70583339,-73.94644578,Leonard St & Boerum St,16,13,29,active
3073,40.70691254,-73.95441667,Division Ave & Hooper St,17,17,34,active
3074,40.70767788,-73.94016171,Montrose Ave & Bushwick Ave,43,44,87,active
3075,40.70708701,-73.95796783,Division Ave & Marcy Ave,5,5,10,active
3076,40.70870368,-73.9448625,Scholes St & Manhattan Ave,20,21,41,active
3077,40.70877084,-73.95095259,Stagg St & Union Ave,39,34,73,active
3078,40.70925562,-73.95982218,Broadway & Roebling St,46,48,94,active
