Index,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
234900,1020.0,2016-03-11 14:56:27,2016-03-11 15:13:27,328.0,Watts St & Greenwich St,40.72405549,-74.00965965,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,22217.0,Subscriber,1982.0,2.0
247250,575.0,2016-03-08 17:03:01,2016-03-08 17:12:37,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,22217.0,Subscriber,1972.0,1.0
275440,1492.0,2016-03-10 17:29:40,2016-03-10 17:54:32,351.0,Front St & Maiden Ln,40.70530954,-74.00612572,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,22217.0,Subscriber,1963.0,1.0
277177,1083.0,2016-03-08 14:18:57,2016-03-08 14:37:01,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,497.0,E 17 St & Broadway,40.73704984,-73.99009296,22217.0,Subscriber,1985.0,1.0
313896,2156.0,2016-03-07 21:40:45,2016-03-07 22:16:41,369.0,Washington Pl & 6 Ave,40.73224119,-74.00026394,3177.0,W 84 St & Broadway,40.7867947,-73.977112,22217.0,Subscriber,1956.0,2.0
316787,335.0,2016-03-07 09:09:24,2016-03-07 09:15:00,375.0,Mercer St & Bleecker St,40.72679454,-73.99695094,377.0,6 Ave & Canal St,40.72243797,-74.00566443,22217.0,Subscriber,1983.0,1.0
319818,930.0,2016-03-07 17:47:42,2016-03-07 18:03:13,377.0,6 Ave & Canal St,40.72243797,-74.00566443,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,22217.0,Subscriber,1991.0,1.0
328004,925.0,2016-03-11 21:43:11,2016-03-11 21:58:36,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,22217.0,Customer,,0.0
335440,1477.0,2016-03-06 12:41:01,2016-03-06 13:05:39,383.0,Greenwich Ave & Charles St,40.735238,-74.000271,3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406,22217.0,Subscriber,1990.0,1.0
340025,538.0,2016-03-12 16:50:10,2016-03-12 16:59:09,385.0,E 55 St & 2 Ave,40.75797322,-73.96603308,450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,22217.0,Subscriber,1990.0,1.0
354893,1122.0,2016-03-10 08:16:15,2016-03-10 08:34:58,393.0,E 5 St & Avenue C,40.72299208,-73.97995466,351.0,Front St & Maiden Ln,40.70530954,-74.00612572,22217.0,Subscriber,1989.0,2.0
356414,304.0,2016-03-06 08:58:17,2016-03-06 09:03:22,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,22217.0,Subscriber,1967.0,2.0
384849,2370.0,2016-03-09 17:26:30,2016-03-09 18:06:01,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,468.0,Broadway & W 55 St,40.7652654,-73.98192338,22217.0,Subscriber,1974.0,1.0
416291,829.0,2016-03-11 17:41:41,2016-03-11 17:55:30,434.0,9 Ave & W 18 St,40.74317449,-74.00366443,3235.0,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,22217.0,Subscriber,1960.0,1.0
416376,1223.0,2016-03-12 13:45:23,2016-03-12 14:05:47,434.0,9 Ave & W 18 St,40.74317449,-74.00366443,3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,22217.0,Subscriber,1982.0,1.0
419238,538.0,2016-03-06 16:38:13,2016-03-06 16:47:11,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,485.0,W 37 St & 5 Ave,40.75038009,-73.98338988,22217.0,Subscriber,1961.0,2.0
427062,523.0,2016-03-06 09:57:17,2016-03-06 10:06:01,438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,22217.0,Subscriber,1980.0,1.0
438780,410.0,2016-03-09 16:25:44,2016-03-09 16:32:34,442.0,W 27 St & 7 Ave,40.746646999999996,-73.993915,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,22217.0,Subscriber,1977.0,1.0
464556,2001.0,2016-03-09 16:50:47,2016-03-09 17:24:08,450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,22217.0,Subscriber,1970.0,1.0
464992,1388.0,2016-03-12 17:26:15,2016-03-12 17:49:24,450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,22217.0,Subscriber,1970.0,2.0
467854,138.0,2016-03-08 17:16:03,2016-03-08 17:18:22,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,22217.0,Subscriber,1969.0,1.0
468289,215.0,2016-03-11 17:31:51,2016-03-11 17:35:26,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,434.0,9 Ave & W 18 St,40.74317449,-74.00366443,22217.0,Subscriber,1960.0,1.0
468356,208.0,2016-03-12 09:16:45,2016-03-12 09:20:14,453.0,W 22 St & 8 Ave,40.74475148,-73.99915362,459.0,W 20 St & 11 Ave,40.746745000000004,-74.007756,22217.0,Subscriber,1981.0,1.0
477806,1256.0,2016-03-12 15:50:08,2016-03-12 16:11:05,457.0,Broadway & W 58 St,40.76695317,-73.98169333,385.0,E 55 St & 2 Ave,40.75797322,-73.96603308,22217.0,Subscriber,1992.0,1.0
484701,88.0,2016-03-12 09:54:52,2016-03-12 09:56:21,459.0,W 20 St & 11 Ave,40.746745000000004,-74.007756,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,22217.0,Subscriber,1965.0,1.0
484761,192.0,2016-03-12 13:22:48,2016-03-12 13:26:00,459.0,W 20 St & 11 Ave,40.746745000000004,-74.007756,434.0,9 Ave & W 18 St,40.74317449,-74.00366443,22217.0,Subscriber,1981.0,1.0
494333,751.0,2016-03-08 20:04:13,2016-03-08 20:16:45,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,22217.0,Subscriber,1975.0,1.0
