Index,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
124633,218.0,2016-03-10 08:02:58,2016-03-10 08:06:36,262.0,Washington Park,40.6917823,-73.97372990000002,243.0,Fulton St & Rockwell Pl,40.688226,-73.979382,17609.0,Subscriber,1985.0,1.0
139724,352.0,2016-03-11 06:21:00,2016-03-11 06:26:53,275.0,Washington Ave & Greene Ave,40.68650065,-73.96563307,3222.0,Hanson Pl & St Felix St,40.68515959989177,-73.97711366415024,17609.0,Subscriber,1980.0,2.0
